	time	tnf
0	0	0.0
1	30	5361.854869053549
2	60	2348.5696078907295
3	90	1028.1767864304495
4	120	449.6745974211576
5	150	196.4559402370608
6	180	85.73982067174384
7	210	37.39052034956268
8	240	16.296126132594267
9	270	7.099655673094155
10	300	5823.6399727974
11	330	2551.271975636366
12	360	1117.2327433016835
13	390	488.96508501919095
14	420	213.83038132106688
15	450	93.42815007850253
16	480	40.78870644469644
17	510	17.796621414144912
18	540	7.761729991890093
19	570	6328.088761392271
20	600	2772.356873754611
21	630	1214.1387844062929
22	660	531.4901800202817
23	690	232.5124895600926
24	720	101.64631635452398
25	750	44.40695387605174
26	780	19.390127779746052
27	810	8.463463110907277
28	840	6872.455456782953
29	870	3010.819163532577
30	900	1318.6416814472504
31	930	577.2878360162595
32	960	252.59208162162983
33	990	110.4497431530004
34	1020	48.26697346387891
35	1050	21.08259367330363
36	1080	9.205407864765682
37	1110	7463.584248630372
38	1140	3269.776367080284
39	1170	1432.070764180023
40	1200	626.9850426973007
41	1230	274.3847493066492
42	1260	120.01108518042692
43	1290	52.462479866393736
44	1320	22.92367709436942
45	1350	10.013378413848113
46	1380	7584.436958427327
47	1410	3551.075380738267
48	1440	1555.2520271523947
