	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1182	1
2	60	15	1178	32
3	90	53	1078	137
4	120	95	939	270
5	150	118	833	380
6	180	124	799	440
7	210	126	800	455
8	240	126	818	459
9	270	128	836	460
10	300	128	867	461
11	330	128	885	463
12	360	128	913	468
13	390	128	931	468
14	420	128	953	468
15	450	128	976	470
16	480	128	1002	472
17	510	128	1059	472
18	540	128	1083	475
19	570	128	1123	454
20	600	128	1154	363
21	630	128	1187	244
22	660	128	1219	126
23	690	134	1247	60
24	720	244	1166	46
25	750	481	920	84
26	780	625	742	147
27	810	687	661	191
28	840	708	640	208
29	870	708	648	211
30	900	709	661	214
31	930	709	680	216
32	960	709	700	214
33	990	709	725	212
34	1020	709	748	213
35	1050	709	769	210
36	1080	709	785	211
37	1110	709	807	208
38	1140	709	830	213
39	1170	709	850	209
40	1200	709	888	210
41	1230	709	913	204
42	1260	709	947	169
43	1290	709	978	100
44	1320	709	1008	54
45	1350	710	1054	34
46	1380	795	993	32
47	1410	999	781	49
48	1440	1150	633	83
