	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	1	0	1158
2	60	26	21	1136
3	90	130	59	1030
4	120	265	93	884
5	150	357	116	795
6	180	411	119	758
7	210	429	120	764
8	240	435	120	775
9	270	437	120	803
10	300	438	120	821
11	330	439	120	840
12	360	440	120	870
13	390	441	120	902
14	420	441	120	939
15	450	443	120	967
16	480	444	120	1001
17	510	446	120	1035
18	540	448	120	1059
19	570	437	120	1090
20	600	351	120	1114
21	630	211	120	1144
22	660	105	120	1179
23	690	57	120	1220
24	720	35	120	1258
25	750	30	120	1290
26	780	31	120	1323
27	810	39	164	1313
28	840	74	439	1040
29	870	186	672	724
30	900	235	755	612
31	930	265	784	586
32	960	270	793	589
33	990	269	793	607
34	1020	267	793	625
35	1050	268	793	638
36	1080	266	793	658
37	1110	265	793	677
38	1140	267	793	698
39	1170	267	793	715
40	1200	263	793	731
41	1230	260	793	758
42	1260	257	793	794
43	1290	260	793	812
44	1320	255	793	825
45	1350	240	793	846
46	1380	135	793	876
47	1410	71	793	893
48	1440	36	793	925
