	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1160	8
2	60	18	1141	39
3	90	44	1044	143
4	120	78	917	266
5	150	107	808	371
6	180	134	739	438
7	210	143	697	487
8	240	143	703	501
9	270	143	724	505
10	300	143	745	507
11	330	143	764	509
12	360	143	785	509
13	390	143	795	512
14	420	143	820	514
15	450	143	846	516
16	480	143	873	517
17	510	143	894	517
18	540	143	928	518
19	570	143	955	493
20	600	186	933	411
21	630	334	799	310
22	660	457	647	255
23	690	528	553	217
24	720	569	499	185
25	750	586	492	171
26	780	589	496	177
27	810	589	506	174
28	840	589	529	173
29	870	590	545	172
30	900	590	559	170
31	930	590	573	169
32	960	590	592	168
33	990	590	612	167
34	1020	590	634	171
35	1050	590	653	170
36	1080	590	679	168
37	1110	590	703	166
38	1140	599	721	150
39	1170	689	640	105
40	1200	815	522	78
41	1230	882	451	64
42	1260	919	424	67
43	1290	932	414	64
44	1320	936	428	66
45	1350	936	439	66
46	1380	936	451	66
47	1410	936	473	66
48	1440	936	489	65
