	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	0	1168	0
2	60	29	1164	16
3	90	144	1072	36
4	120	269	935	66
5	150	361	836	101
6	180	426	775	126
7	210	449	783	129
8	240	462	786	132
9	270	483	755	172
10	300	513	697	228
11	330	549	647	262
12	360	588	595	292
13	390	603	588	305
14	420	610	596	308
15	450	612	609	315
16	480	618	584	355
17	510	635	542	407
18	540	650	515	441
19	570	640	502	461
20	600	551	497	474
21	630	419	520	475
22	660	324	533	478
23	690	256	513	511
24	720	231	493	547
25	750	215	484	575
26	780	209	479	593
27	810	180	486	597
28	840	146	496	598
29	870	107	500	612
30	900	94	480	642
31	930	88	455	680
32	960	92	434	705
33	990	86	429	723
34	1020	76	447	727
35	1050	58	462	727
36	1080	51	456	741
37	1110	51	449	764
38	1140	51	439	791
39	1170	53	428	811
40	1200	56	418	825
41	1230	53	429	828
42	1260	52	441	829
43	1290	45	435	849
44	1320	48	414	876
45	1350	48	390	914
46	1380	48	385	930
47	1410	48	391	937
48	1440	45	403	939
