	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1166	1
2	60	11	1170	24
3	90	45	1048	139
4	120	83	872	300
5	150	114	768	402
6	180	131	708	467
7	210	148	679	509
8	240	165	643	547
9	270	180	617	572
10	300	203	599	590
11	330	225	595	595
12	360	245	582	607
13	390	259	568	622
14	420	274	567	625
15	450	286	570	631
16	480	305	572	637
17	510	316	581	638
18	540	337	575	639
19	570	356	568	627
20	600	367	568	535
21	630	378	579	386
22	660	391	581	274
23	690	409	583	201
24	720	423	584	166
25	750	441	589	132
26	780	446	600	102
27	810	458	608	85
28	840	474	609	83
29	870	487	618	75
30	900	501	620	64
31	930	514	622	59
32	960	524	629	61
33	990	542	628	57
34	1020	559	628	58
35	1050	572	630	63
36	1080	588	634	59
37	1110	607	621	60
38	1140	625	614	58
39	1170	639	619	61
40	1200	657	615	64
41	1230	675	606	61
42	1260	695	615	58
43	1290	713	611	59
44	1320	727	620	59
45	1350	740	639	58
46	1380	752	646	59
47	1410	770	641	58
48	1440	781	643	57
