	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	9	1166
2	60	11	30	1172
3	90	46	129	1070
4	120	76	260	934
5	150	106	353	844
6	180	122	429	800
7	210	128	455	793
8	240	131	464	813
9	270	165	487	779
10	300	210	515	733
11	330	244	547	689
12	360	275	575	656
13	390	284	592	650
14	420	286	601	661
15	450	294	604	666
16	480	337	610	644
17	510	383	624	619
18	540	413	626	600
19	570	446	624	582
20	600	454	546	591
21	630	455	407	601
22	660	471	310	596
23	690	523	248	556
24	720	549	217	543
25	750	575	207	529
26	780	592	198	527
27	810	597	168	527
28	840	601	142	538
29	870	620	111	532
30	900	656	98	512
31	930	690	94	497
32	960	712	102	485
33	990	719	102	499
34	1020	721	89	516
35	1050	734	80	519
36	1080	767	73	506
37	1110	800	73	478
38	1140	829	75	462
39	1170	844	81	453
40	1200	846	76	468
41	1230	849	68	480
42	1260	867	63	477
43	1290	904	61	455
44	1320	943	58	430
45	1350	964	59	419
46	1380	972	56	426
47	1410	975	55	435
48	1440	976	50	443
