	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1180	3
2	60	7	1196	11
3	90	51	1089	116
4	120	80	926	282
5	150	86	883	351
6	180	87	879	373
7	210	87	911	376
8	240	87	943	379
9	270	87	969	380
10	300	87	995	380
11	330	87	1014	380
12	360	87	1041	384
13	390	87	1062	387
14	420	87	1098	389
15	450	87	1136	390
16	480	87	1171	393
17	510	87	1200	395
18	540	87	1245	392
19	570	87	1287	390
20	600	87	1324	319
21	630	87	1372	144
22	660	87	1414	59
23	690	87	1452	33
24	720	87	1489	30
25	750	159	1449	33
26	780	358	1256	81
27	810	445	1146	146
28	840	458	1148	172
29	870	459	1165	175
30	900	459	1190	176
31	930	459	1224	178
32	960	459	1249	180
33	990	459	1290	178
34	1020	459	1325	178
35	1050	459	1357	178
36	1080	459	1399	180
37	1110	459	1444	179
38	1140	459	1490	179
39	1170	459	1545	176
40	1200	459	1605	175
41	1230	459	1659	175
42	1260	459	1700	175
43	1290	459	1745	136
44	1320	459	1793	72
45	1350	459	1833	42
46	1380	459	1901	33
47	1410	460	1945	32
48	1440	573	1867	45
