	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1168	0	1
2	60	1159	18	37
3	90	1030	53	155
4	120	880	86	298
5	150	792	100	396
6	180	785	101	428
7	210	802	101	435
8	240	824	101	437
9	270	841	101	437
10	300	869	101	439
11	330	896	101	440
12	360	923	101	442
13	390	949	101	443
14	420	988	101	444
15	450	1011	101	446
16	480	1056	101	447
17	510	1092	101	447
18	540	1120	101	450
19	570	1154	101	434
20	600	1136	162	320
21	630	884	389	233
22	660	693	522	208
23	690	619	570	214
24	720	619	577	212
25	750	641	577	214
26	780	663	577	217
27	810	683	577	218
28	840	711	577	215
29	870	734	577	215
30	900	746	577	216
31	930	779	577	217
32	960	793	577	214
33	990	815	577	215
34	1020	849	577	216
35	1050	884	577	219
36	1080	904	577	222
37	1110	925	577	222
38	1140	917	609	183
39	1170	764	779	121
40	1200	573	953	107
41	1230	506	1008	123
42	1260	496	1021	123
43	1290	507	1021	124
44	1320	519	1021	124
45	1350	545	1021	125
46	1380	567	1021	124
47	1410	583	1021	123
48	1440	599	1021	121
