	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	6	0	1162
2	60	28	11	1160
3	90	143	43	1038
4	120	267	66	925
5	150	361	93	828
6	180	440	114	752
7	210	474	115	738
8	240	489	125	734
9	270	506	164	711
10	300	541	218	645
11	330	576	260	587
12	360	595	296	544
13	390	608	301	542
14	420	612	301	553
15	450	615	309	565
16	480	621	337	551
17	510	630	374	528
18	540	637	401	509
19	570	636	423	495
20	600	553	432	497
21	630	414	434	513
22	660	328	453	509
23	690	245	481	492
24	720	211	512	471
25	750	201	546	447
26	780	193	556	453
27	810	156	559	474
28	840	120	567	481
29	870	99	590	480
30	900	91	627	450
31	930	90	653	429
32	960	93	671	424
33	990	90	684	429
34	1020	87	687	438
35	1050	81	690	451
36	1080	66	713	440
37	1110	57	746	418
38	1140	56	768	407
39	1170	60	789	396
40	1200	54	791	413
41	1230	48	792	433
42	1260	44	803	429
43	1290	46	839	405
44	1320	48	864	392
45	1350	52	878	388
46	1380	54	890	387
47	1410	49	894	390
48	1440	45	896	394
