	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1156	1	2
2	60	1133	14	30
3	90	1033	55	132
4	120	909	83	257
5	150	818	101	352
6	180	803	105	397
7	210	818	105	407
8	240	838	105	408
9	270	853	105	408
10	300	882	105	410
11	330	905	105	411
12	360	934	105	411
13	390	956	105	412
14	420	997	105	413
15	450	1032	105	414
16	480	1062	105	415
17	510	1098	105	417
18	540	1122	105	422
19	570	1159	105	406
20	600	1197	105	316
21	630	1225	106	198
22	660	1138	218	96
23	690	890	440	99
24	720	686	575	167
25	750	606	627	213
26	780	615	634	220
27	810	632	634	220
28	840	652	634	220
29	870	676	634	220
30	900	692	634	220
31	930	709	634	220
32	960	727	634	221
33	990	751	634	220
34	1020	782	634	218
35	1050	802	634	215
36	1080	832	634	215
37	1110	867	634	216
38	1140	889	634	217
39	1170	908	634	213
40	1200	932	634	172
41	1230	965	634	93
42	1260	911	709	40
43	1290	720	892	66
44	1320	545	1041	107
45	1350	493	1084	134
46	1380	488	1096	139
47	1410	491	1096	142
48	1440	509	1096	141
