	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	3	1176
2	60	8	30	1167
3	90	41	119	1078
4	120	64	254	949
5	150	87	349	859
6	180	107	405	801
7	210	109	428	800
8	240	109	432	819
9	270	109	432	852
10	300	109	433	879
11	330	109	436	912
12	360	109	437	926
13	390	109	438	957
14	420	109	439	986
15	450	109	442	1006
16	480	154	446	991
17	510	309	492	834
18	540	415	556	690
19	570	476	576	614
20	600	495	524	588
21	630	501	409	592
22	660	501	314	603
23	690	501	248	624
24	720	501	217	638
25	750	501	215	668
26	780	501	219	686
27	810	501	220	700
28	840	501	219	726
29	870	501	220	754
30	900	519	220	753
31	930	648	238	626
32	960	747	260	520
33	990	806	264	475
34	1020	837	235	446
35	1050	843	173	447
36	1080	844	133	461
37	1110	844	100	482
38	1140	844	87	504
39	1170	844	79	521
40	1200	844	79	535
41	1230	844	78	557
42	1260	844	77	576
43	1290	844	78	595
44	1320	854	77	606
45	1350	939	82	541
46	1380	1020	98	451
47	1410	1071	109	401
48	1440	1090	99	393
