	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1182	4
2	60	11	1182	23
3	90	55	1083	117
4	120	96	953	231
5	150	123	871	323
6	180	151	811	394
7	210	171	754	454
8	240	195	708	496
9	270	224	663	528
10	300	243	645	553
11	330	256	636	565
12	360	276	632	579
13	390	296	625	592
14	420	308	626	599
15	450	327	618	610
16	480	341	618	617
17	510	348	622	619
18	540	366	618	622
19	570	389	604	611
20	600	404	607	535
21	630	423	602	426
22	660	443	599	330
23	690	460	606	262
24	720	478	601	200
25	750	499	603	155
26	780	513	620	125
27	810	533	620	104
28	840	560	613	88
29	870	577	619	77
30	900	597	626	66
31	930	618	620	61
32	960	640	611	53
33	990	659	601	57
34	1020	675	600	58
35	1050	689	602	59
36	1080	709	599	62
37	1110	729	591	61
38	1140	740	592	60
39	1170	756	594	60
40	1200	776	591	56
41	1230	801	582	62
42	1260	818	583	61
43	1290	834	589	61
44	1320	849	590	61
45	1350	856	605	63
46	1380	872	608	65
47	1410	897	603	68
48	1440	911	607	71
