	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	3	1166	0
2	60	31	1166	13
3	90	150	1060	45
4	120	283	914	78
5	150	378	819	94
6	180	439	748	125
7	210	480	704	145
8	240	513	668	164
9	270	531	648	183
10	300	561	616	205
11	330	574	611	226
12	360	584	596	248
13	390	593	583	264
14	420	606	575	281
15	450	611	576	293
16	480	614	582	303
17	510	618	588	315
18	540	619	590	328
19	570	608	578	349
20	600	513	571	369
21	630	375	567	388
22	660	274	566	405
23	690	208	569	414
24	720	172	562	427
25	750	138	567	440
26	780	121	566	455
27	810	91	566	470
28	840	83	568	481
29	870	77	565	497
30	900	72	562	508
31	930	62	555	523
32	960	58	563	536
33	990	55	569	551
34	1020	57	557	580
35	1050	58	561	590
36	1080	52	560	609
37	1110	48	564	626
38	1140	45	568	639
39	1170	44	570	652
40	1200	44	576	669
41	1230	43	584	683
42	1260	47	577	701
43	1290	47	579	719
44	1320	46	577	732
45	1350	46	585	746
46	1380	45	592	765
47	1410	39	600	781
48	1440	39	601	796
