	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	0	0	1172
2	60	35	22	1156
3	90	134	61	1052
4	120	268	83	923
5	150	371	115	815
6	180	422	128	778
7	210	436	128	787
8	240	440	129	808
9	270	440	129	838
10	300	442	129	864
11	330	442	129	892
12	360	442	129	929
13	390	443	129	952
14	420	443	132	978
15	450	455	213	918
16	480	508	346	774
17	510	567	440	649
18	540	609	483	594
19	570	610	498	588
20	600	521	500	593
21	630	388	500	611
22	660	279	500	632
23	690	223	500	641
24	720	203	500	660
25	750	200	500	680
26	780	198	500	709
27	810	196	501	726
28	840	201	564	680
29	870	223	699	541
30	900	244	757	473
31	930	264	793	437
32	960	268	809	426
33	990	223	810	442
34	1020	167	810	455
35	1050	121	810	476
36	1080	97	810	494
37	1110	91	810	506
38	1140	90	810	518
39	1170	89	810	534
40	1200	89	813	554
41	1230	92	862	511
42	1260	108	948	425
43	1290	125	996	379
44	1320	134	1020	361
45	1350	133	1028	364
46	1380	112	1029	370
47	1410	92	1029	380
48	1440	70	1029	395
