	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1179	4
2	60	12	1174	31
3	90	46	1072	132
4	120	74	928	268
5	150	88	835	369
6	180	110	768	439
7	210	125	719	497
8	240	148	685	531
9	270	176	657	552
10	300	200	637	567
11	330	222	613	583
12	360	242	589	599
13	390	251	589	609
14	420	269	585	618
15	450	281	588	626
16	480	295	586	631
17	510	318	585	634
18	540	332	580	637
19	570	346	577	625
20	600	365	569	543
21	630	385	558	411
22	660	401	556	307
23	690	420	558	232
24	720	434	559	175
25	750	451	559	137
26	780	473	544	123
27	810	486	546	109
28	840	497	547	94
29	870	509	549	78
30	900	524	544	72
31	930	540	550	63
32	960	551	563	59
33	990	563	563	55
34	1020	578	576	53
35	1050	591	580	47
36	1080	610	582	46
37	1110	629	583	47
38	1140	651	573	47
39	1170	677	562	40
40	1200	699	555	41
41	1230	721	551	41
42	1260	738	536	46
43	1290	751	531	45
44	1320	768	518	46
45	1350	789	508	49
46	1380	800	518	47
47	1410	813	521	46
48	1440	825	523	46
