	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1165	1	1
2	60	1165	33	10
3	90	1050	153	44
4	120	923	281	74
5	150	836	382	97
6	180	771	465	111
7	210	751	507	118
8	240	772	511	118
9	270	792	512	119
10	300	818	517	119
11	330	843	521	119
12	360	875	522	119
13	390	905	525	120
14	420	863	533	177
15	450	739	572	292
16	480	630	625	364
17	510	566	658	417
18	540	533	674	446
19	570	539	661	451
20	600	558	548	454
21	630	580	417	454
22	660	597	313	454
23	690	622	231	454
24	720	646	180	454
25	750	671	174	454
26	780	663	179	479
27	810	577	184	572
28	840	516	190	641
29	870	482	200	680
30	900	460	207	709
31	930	470	204	714
32	960	487	175	714
33	990	507	117	714
34	1020	523	87	714
35	1050	541	71	714
36	1080	554	63	714
37	1110	570	63	714
38	1140	572	65	735
39	1170	500	75	824
40	1200	429	87	890
41	1230	397	94	931
42	1260	385	100	954
43	1290	393	101	960
44	1320	402	92	961
45	1350	417	79	961
46	1380	435	72	961
47	1410	452	59	961
48	1440	464	56	961
