	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	2	2	1176
2	60	23	19	1162
3	90	134	63	1046
4	120	257	95	928
5	150	368	126	815
6	180	424	137	766
7	210	439	141	776
8	240	445	141	793
9	270	447	141	812
10	300	449	141	826
11	330	450	141	853
12	360	451	141	893
13	390	451	141	920
14	420	451	141	957
15	450	453	141	989
16	480	455	141	1018
17	510	455	141	1049
18	540	455	141	1086
19	570	441	141	1123
20	600	353	141	1153
21	630	227	141	1182
22	660	112	141	1227
23	690	47	141	1263
24	720	34	141	1292
25	750	30	141	1318
26	780	30	141	1344
27	810	30	183	1340
28	840	73	448	1073
29	870	137	656	834
30	900	198	778	680
31	930	228	821	628
32	960	237	829	620
33	990	237	831	630
34	1020	240	831	651
35	1050	242	831	677
36	1080	241	831	689
37	1110	244	831	697
38	1140	245	831	714
39	1170	242	831	741
40	1200	239	831	768
41	1230	237	831	793
42	1260	236	831	820
43	1290	233	831	851
44	1320	232	831	883
45	1350	205	831	903
46	1380	139	831	938
47	1410	75	831	964
48	1440	43	831	996
