	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1164	0	3
2	60	1159	22	25
3	90	1071	54	115
4	120	960	77	241
5	150	845	107	348
6	180	769	137	413
7	210	750	144	444
8	240	776	144	452
9	270	814	144	454
10	300	841	144	455
11	330	837	176	457
12	360	739	255	499
13	390	658	327	542
14	420	615	371	572
15	450	596	395	590
16	480	603	401	597
17	510	618	401	603
18	540	643	401	601
19	570	660	402	589
20	600	649	433	514
21	630	580	501	415
22	660	532	554	301
23	690	503	583	248
24	720	475	607	223
25	750	480	610	214
26	780	498	610	213
27	810	508	610	213
28	840	522	610	213
29	870	514	629	183
30	900	475	678	143
31	930	434	730	111
32	960	416	757	96
33	990	407	773	93
34	1020	415	777	87
35	1050	431	778	87
36	1080	442	778	86
37	1110	468	778	83
38	1140	466	793	74
39	1170	425	844	63
40	1200	399	887	48
41	1230	378	917	36
42	1260	362	934	37
43	1290	374	939	38
44	1320	387	940	38
45	1350	398	940	37
46	1380	417	940	38
47	1410	424	951	34
48	1440	398	989	35
