	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1167	4	0
2	60	1185	22	12
3	90	1085	126	42
4	120	948	262	74
5	150	849	352	108
6	180	770	433	132
7	210	763	462	135
8	240	781	475	137
9	270	799	479	137
10	300	820	480	137
11	330	846	482	137
12	360	878	483	137
13	390	902	483	137
14	420	929	483	137
15	450	955	485	137
16	480	992	486	137
17	510	1022	489	137
18	540	1050	487	137
19	570	1088	477	137
20	600	1124	390	137
21	630	1150	257	143
22	660	1035	171	275
23	690	815	139	474
24	720	678	157	583
25	750	599	180	648
26	780	562	198	685
27	810	560	208	690
28	840	575	209	692
29	870	601	209	692
30	900	619	212	692
31	930	633	214	692
32	960	662	214	692
33	990	683	212	692
34	1020	699	211	692
35	1050	720	207	692
36	1080	748	208	692
37	1110	780	206	692
38	1140	806	204	692
39	1170	833	197	692
40	1200	855	154	692
41	1230	874	101	697
42	1260	822	65	784
43	1290	667	64	935
44	1320	551	73	1041
45	1350	481	91	1107
46	1380	462	94	1135
47	1410	465	91	1138
48	1440	480	91	1138
