	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	2	0	1168
2	60	34	16	1157
3	90	123	43	1067
4	120	244	78	946
5	150	322	111	865
6	180	388	121	817
7	210	426	123	805
8	240	437	125	818
9	270	439	125	840
10	300	440	125	861
11	330	442	125	893
12	360	444	125	929
13	390	444	125	954
14	420	446	125	973
15	450	449	125	999
16	480	450	125	1023
17	510	456	125	1047
18	540	457	131	1078
19	570	448	224	1019
20	600	402	379	846
21	630	334	483	726
22	660	299	551	638
23	690	237	585	601
24	720	209	591	602
25	750	198	592	629
26	780	194	592	655
27	810	193	592	678
28	840	193	592	707
29	870	193	592	738
30	900	196	592	760
31	930	194	592	785
32	960	194	592	804
33	990	191	592	835
34	1020	190	592	864
35	1050	184	604	883
36	1080	185	699	806
37	1110	178	841	676
38	1140	152	951	566
39	1170	125	994	514
40	1200	120	1010	509
41	1230	106	1015	525
42	1260	105	1015	535
43	1290	105	1015	556
44	1320	105	1015	570
45	1350	106	1015	587
46	1380	103	1015	601
47	1410	100	1015	618
48	1440	100	1015	644
