	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1183	2	0
2	60	1200	24	9
3	90	1078	133	50
4	120	943	268	83
5	150	826	376	123
6	180	765	436	136
7	210	774	455	138
8	240	793	458	138
9	270	817	461	138
10	300	846	462	138
11	330	845	465	159
12	360	750	491	250
13	390	656	543	322
14	420	592	584	367
15	450	564	607	385
16	480	584	611	389
17	510	604	612	389
18	540	620	611	389
19	570	637	599	389
20	600	654	505	395
21	630	605	379	465
22	660	521	281	549
23	690	466	229	595
24	720	456	213	613
25	750	470	210	617
26	780	477	209	618
27	810	492	209	619
28	840	510	209	619
29	870	528	186	621
30	900	511	147	655
31	930	458	104	718
32	960	425	92	754
33	990	407	89	784
34	1020	421	89	786
35	1050	433	90	786
36	1080	445	90	786
37	1110	454	91	786
38	1140	471	86	786
39	1170	485	74	799
40	1200	433	57	865
41	1230	398	53	913
42	1260	376	53	942
43	1290	367	53	955
44	1320	387	55	957
45	1350	405	54	957
46	1380	422	55	957
47	1410	437	53	957
48	1440	452	46	961
