	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	1	1168	0
2	60	37	1132	24
3	90	154	1012	65
4	120	273	885	101
5	150	378	785	125
6	180	443	711	152
7	210	489	658	183
8	240	533	617	201
9	270	555	613	210
10	300	574	607	218
11	330	585	600	236
12	360	595	587	251
13	390	603	587	267
14	420	613	587	280
15	450	617	583	298
16	480	620	587	312
17	510	623	584	330
18	540	626	596	341
19	570	610	603	350
20	600	504	617	364
21	630	383	625	372
22	660	276	629	388
23	690	209	622	409
24	720	160	624	426
25	750	119	622	440
26	780	94	625	451
27	810	78	624	465
28	840	65	628	478
29	870	58	630	500
30	900	51	628	518
31	930	46	627	532
32	960	44	633	544
33	990	43	636	555
34	1020	45	640	573
35	1050	43	652	585
36	1080	43	642	611
37	1110	45	649	623
38	1140	44	656	637
39	1170	45	654	645
40	1200	44	662	660
41	1230	47	661	675
42	1260	47	669	691
43	1290	48	676	710
44	1320	47	676	725
45	1350	49	674	749
46	1380	51	677	766
47	1410	55	674	779
48	1440	54	678	789
