	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	1	1	1157
2	60	19	17	1157
3	90	116	46	1054
4	120	235	94	925
5	150	328	120	838
6	180	392	139	786
7	210	425	145	768
8	240	435	145	778
9	270	439	145	793
10	300	443	145	810
11	330	443	145	832
12	360	446	145	868
13	390	447	145	893
14	420	449	145	926
15	450	450	145	953
16	480	451	161	967
17	510	467	284	849
18	540	511	420	694
19	570	533	487	609
20	600	470	538	554
21	630	371	552	542
22	660	267	555	549
23	690	208	555	576
24	720	163	555	597
25	750	154	555	621
26	780	151	555	645
27	810	148	555	668
28	840	147	555	686
29	870	146	555	709
30	900	146	555	737
31	930	146	568	748
32	960	158	670	656
33	990	177	783	537
34	1020	190	847	464
35	1050	152	882	433
36	1080	128	892	436
37	1110	109	893	450
38	1140	99	893	450
39	1170	92	893	463
40	1200	92	893	483
41	1230	91	893	506
42	1260	90	893	518
43	1290	90	893	529
44	1320	92	893	546
45	1350	92	893	562
46	1380	92	926	556
47	1410	94	1020	475
48	1440	97	1090	417
