	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1161	3
2	60	14	1159	23
3	90	34	1075	136
4	120	67	955	255
5	150	102	847	356
6	180	119	772	444
7	210	125	745	482
8	240	125	750	491
9	270	125	774	494
10	300	125	796	498
11	330	125	829	499
12	360	125	861	501
13	390	125	889	501
14	420	125	916	504
15	450	125	944	504
16	480	125	980	504
17	510	125	1013	504
18	540	125	1031	503
19	570	175	1014	495
20	600	326	852	434
21	630	455	698	358
22	660	535	590	304
23	690	575	540	234
24	720	593	524	206
25	750	596	541	199
26	780	597	554	196
27	810	597	574	193
28	840	597	593	195
29	870	597	610	193
30	900	597	628	194
31	930	597	649	192
32	960	597	670	194
33	990	597	694	194
34	1020	597	712	202
35	1050	597	744	202
36	1080	611	752	201
37	1110	717	647	191
38	1140	826	533	166
39	1170	887	471	130
40	1200	913	445	113
41	1230	927	437	103
42	1260	928	449	98
43	1290	929	460	97
44	1320	929	476	98
45	1350	929	507	95
46	1380	929	529	95
47	1410	929	543	95
48	1440	929	558	94
