	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	0	0	1176
2	60	21	18	1175
3	90	133	48	1066
4	120	269	78	930
5	150	382	110	822
6	180	448	123	766
7	210	476	124	772
8	240	479	125	791
9	270	482	125	806
10	300	487	125	830
11	330	488	125	855
12	360	490	125	883
13	390	492	125	912
14	420	492	127	936
15	450	503	178	898
16	480	552	314	740
17	510	606	392	629
18	540	633	424	598
19	570	624	440	592
20	600	541	443	602
21	630	414	444	628
22	660	280	444	648
23	690	203	444	677
24	720	177	444	696
25	750	170	444	715
26	780	166	444	754
27	810	163	448	782
28	840	163	533	707
29	870	176	651	591
30	900	193	724	514
31	930	200	764	497
32	960	200	773	498
33	990	166	775	506
34	1020	107	775	525
35	1050	72	775	545
36	1080	67	775	562
37	1110	63	775	582
38	1140	65	775	595
39	1170	65	775	615
40	1200	65	776	634
41	1230	69	829	601
42	1260	81	930	508
43	1290	92	985	456
44	1320	101	1012	439
45	1350	102	1022	449
46	1380	88	1023	459
47	1410	72	1023	473
48	1440	61	1023	507
