	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1184	0	0
2	60	1189	22	18
3	90	1080	135	51
4	120	946	263	89
5	150	837	365	118
6	180	799	420	131
7	210	816	436	131
8	240	834	440	131
9	270	860	441	131
10	300	888	442	131
11	330	911	444	131
12	360	944	446	131
13	390	968	446	131
14	420	994	447	131
15	450	1027	450	131
16	480	1055	452	131
17	510	1079	456	131
18	540	1107	458	136
19	570	999	454	260
20	600	793	411	452
21	630	644	345	556
22	660	584	273	612
23	690	577	217	627
24	720	589	199	629
25	750	603	195	629
26	780	630	193	629
27	810	652	194	629
28	840	669	197	629
29	870	690	194	629
30	900	703	194	629
31	930	725	195	629
32	960	746	193	629
33	990	775	191	629
34	1020	800	188	629
35	1050	814	190	635
36	1080	721	200	739
37	1110	572	180	883
38	1140	481	147	962
39	1170	432	125	1005
40	1200	431	119	1013
41	1230	437	115	1017
42	1260	450	117	1017
43	1290	468	118	1017
44	1320	489	118	1017
45	1350	506	113	1017
46	1380	527	113	1017
47	1410	545	113	1017
48	1440	558	112	1017
