	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1174	0	0
2	60	1170	25	17
3	90	1060	125	64
4	120	891	285	100
5	150	803	387	129
6	180	775	441	137
7	210	786	452	139
8	240	803	455	141
9	270	834	455	142
10	300	855	455	142
11	330	882	455	142
12	360	905	455	142
13	390	935	455	142
14	420	972	457	142
15	450	994	457	142
16	480	1022	459	142
17	510	1055	459	142
18	540	1084	461	142
19	570	1127	450	142
20	600	1162	367	142
21	630	1205	217	142
22	660	1237	96	142
23	690	1263	39	142
24	720	1307	28	142
25	750	1354	25	142
26	780	1385	27	142
27	810	1383	31	182
28	840	1127	73	437
29	870	845	161	670
30	900	683	246	767
31	930	630	283	796
32	960	637	292	801
33	990	658	292	801
34	1020	692	292	801
35	1050	710	291	801
36	1080	737	290	801
37	1110	753	289	801
38	1140	775	287	801
39	1170	798	285	801
40	1200	816	280	801
41	1230	852	278	801
42	1260	874	277	801
43	1290	907	276	801
44	1320	942	273	801
45	1350	974	248	801
46	1380	1001	162	801
47	1410	1020	76	801
48	1440	1065	35	801
