	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1180	0	0
2	60	1176	15	22
3	90	1059	53	129
4	120	913	79	266
5	150	824	103	363
6	180	730	135	446
7	210	678	157	502
8	240	660	169	529
9	270	634	187	558
10	300	611	205	581
11	330	596	231	592
12	360	596	246	602
13	390	588	258	614
14	420	579	278	619
15	450	575	296	627
16	480	571	311	633
17	510	570	326	635
18	540	569	337	643
19	570	569	355	630
20	600	568	364	550
21	630	573	378	414
22	660	574	389	305
23	690	580	400	222
24	720	582	412	171
25	750	584	428	137
26	780	583	443	109
27	810	583	455	88
28	840	592	471	74
29	870	595	484	68
30	900	598	500	58
31	930	589	523	56
32	960	592	540	50
33	990	597	556	46
34	1020	595	579	47
35	1050	583	595	50
36	1080	584	607	47
37	1110	592	621	47
38	1140	594	636	48
39	1170	596	644	50
40	1200	607	660	48
41	1230	604	673	49
42	1260	597	694	51
43	1290	596	712	51
44	1320	597	724	52
45	1350	588	740	58
46	1380	593	755	59
47	1410	600	765	59
48	1440	604	783	62
