	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1172	2
2	60	10	1194	13
3	90	55	1083	108
4	120	81	901	291
5	150	88	821	391
6	180	88	825	412
7	210	91	846	421
8	240	91	879	422
9	270	91	907	423
10	300	91	938	423
11	330	91	963	424
12	360	91	992	424
13	390	91	1020	425
14	420	91	1058	428
15	450	109	1069	432
16	480	248	937	454
17	510	361	782	518
18	540	389	739	557
19	570	389	750	557
20	600	389	770	501
21	630	389	794	317
22	660	389	821	193
23	690	389	853	167
24	720	389	878	159
25	750	389	905	158
26	780	389	941	161
27	810	389	972	162
28	840	392	998	162
29	870	484	930	177
30	900	660	747	211
31	930	710	675	249
32	960	720	679	250
33	990	721	704	236
34	1020	721	718	181
35	1050	721	746	130
36	1080	721	776	119
37	1110	721	792	112
38	1140	721	817	114
39	1170	721	840	114
40	1200	721	877	113
41	1230	721	900	115
42	1260	768	879	114
43	1290	908	746	130
44	1320	1005	640	158
45	1350	1017	623	177
46	1380	1017	643	169
47	1410	1017	657	143
48	1440	1017	675	97
