	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	0	0	1162
2	60	16	12	1158
3	90	129	54	1038
4	120	259	82	905
5	150	369	103	788
6	180	431	130	724
7	210	480	144	685
8	240	517	161	652
9	270	548	181	618
10	300	561	189	620
11	330	577	197	618
12	360	586	215	607
13	390	593	224	605
14	420	598	239	610
15	450	609	260	593
16	480	611	277	590
17	510	615	290	586
18	540	625	299	590
19	570	621	319	587
20	600	530	333	592
21	630	399	343	600
22	660	294	358	606
23	690	218	379	599
24	720	172	392	605
25	750	136	402	615
26	780	107	418	625
27	810	91	437	621
28	840	82	448	640
29	870	72	468	642
30	900	70	489	635
31	930	65	509	636
32	960	61	526	642
33	990	61	549	626
34	1020	60	563	619
35	1050	54	580	613
36	1080	50	598	607
37	1110	50	623	598
38	1140	49	632	603
39	1170	52	650	597
40	1200	51	666	597
41	1230	53	694	583
42	1260	53	706	594
43	1290	52	723	601
44	1320	53	738	609
45	1350	49	759	600
46	1380	50	777	598
47	1410	46	798	595
48	1440	45	828	586
