	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	0	1173
2	60	7	14	1191
3	90	55	121	1067
4	120	76	319	867
5	150	83	401	794
6	180	84	425	790
7	210	85	427	815
8	240	85	428	843
9	270	85	429	868
10	300	85	429	892
11	330	85	430	912
12	360	85	431	926
13	390	85	432	941
14	420	85	432	962
15	450	105	434	962
16	480	210	450	875
17	510	351	505	705
18	540	392	546	641
19	570	393	558	641
20	600	393	481	654
21	630	393	281	671
22	660	393	178	692
23	690	393	148	719
24	720	393	145	738
25	750	393	144	758
26	780	393	144	798
27	810	393	144	828
28	840	394	146	853
29	870	457	150	807
30	900	608	189	651
31	930	646	214	611
32	960	651	228	614
33	990	651	218	642
34	1020	651	166	656
35	1050	651	123	677
36	1080	651	102	700
37	1110	651	95	721
38	1140	651	95	751
39	1170	651	95	778
40	1200	651	96	804
41	1230	652	95	831
42	1260	695	94	820
43	1290	857	114	659
44	1320	930	133	596
45	1350	955	147	564
46	1380	956	146	580
47	1410	957	110	593
48	1440	957	87	609
