	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1170	2
2	60	13	1178	24
3	90	44	1070	127
4	120	82	943	246
5	150	103	818	384
6	180	120	753	468
7	210	129	741	497
8	240	129	769	503
9	270	129	784	505
10	300	129	833	508
11	330	129	855	509
12	360	134	885	510
13	390	217	812	528
14	420	301	713	568
15	450	371	620	611
16	480	405	578	635
17	510	418	575	645
18	540	421	583	648
19	570	421	605	635
20	600	421	628	548
21	630	421	647	424
22	660	421	655	292
23	690	443	656	196
24	720	512	598	171
25	750	567	549	178
26	780	608	518	183
27	810	647	489	190
28	840	653	495	194
29	870	655	497	198
30	900	655	519	183
31	930	655	534	150
32	960	655	545	106
33	990	656	561	76
34	1020	693	538	70
35	1050	773	471	72
36	1080	830	418	80
37	1110	878	376	85
38	1140	894	365	88
39	1170	895	376	89
40	1200	897	383	88
41	1230	897	392	81
42	1260	898	398	65
43	1290	898	405	56
44	1320	902	418	48
45	1350	944	390	48
46	1380	982	355	51
47	1410	1013	324	58
48	1440	1024	316	62
