	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	1	1172	5
2	60	8	1181	25
3	90	41	1083	125
4	120	83	906	290
5	150	106	794	395
6	180	129	726	468
7	210	149	674	522
8	240	168	645	551
9	270	187	624	573
10	300	209	607	593
11	330	222	610	612
12	360	237	610	627
13	390	251	607	639
14	420	263	601	647
15	450	283	599	650
16	480	292	605	651
17	510	303	613	653
18	540	319	605	653
19	570	339	598	647
20	600	350	613	563
21	630	364	613	411
22	660	379	616	296
23	690	395	608	220
24	720	409	609	166
25	750	420	623	139
26	780	427	634	116
27	810	440	646	100
28	840	461	646	80
29	870	476	653	68
30	900	496	656	61
31	930	513	661	51
32	960	530	662	51
33	990	539	671	51
34	1020	553	678	51
35	1050	568	682	52
36	1080	582	686	49
37	1110	592	703	52
38	1140	608	699	52
39	1170	626	701	52
40	1200	647	697	54
41	1230	673	696	58
42	1260	699	682	60
43	1290	721	683	56
44	1320	740	685	60
45	1350	756	685	61
46	1380	781	677	61
47	1410	791	687	59
48	1440	810	682	65
