	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1170	5	0
2	60	1200	23	14
3	90	1073	138	55
4	120	913	303	84
5	150	812	414	108
6	180	733	500	134
7	210	666	566	159
8	240	645	608	171
9	270	604	642	196
10	300	586	664	209
11	330	586	680	218
12	360	575	692	238
13	390	574	698	253
14	420	563	706	276
15	450	556	712	292
16	480	559	714	309
17	510	555	720	330
18	540	549	718	349
19	570	558	710	364
20	600	559	611	376
21	630	556	458	392
22	660	564	344	405
23	690	561	252	422
24	720	563	182	439
25	750	563	141	454
26	780	556	110	474
27	810	558	86	485
28	840	559	73	499
29	870	553	64	515
30	900	544	60	534
31	930	553	55	545
32	960	563	50	558
33	990	557	48	580
34	1020	559	45	596
35	1050	564	42	610
36	1080	559	46	626
37	1110	555	44	646
38	1140	557	43	654
39	1170	557	44	668
40	1200	555	44	683
41	1230	555	41	699
42	1260	559	41	716
43	1290	562	39	733
44	1320	570	42	744
45	1350	578	41	754
46	1380	573	40	767
47	1410	566	42	789
48	1440	570	42	803
