	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	2	0	1167
2	60	41	12	1143
3	90	136	45	1040
4	120	261	80	911
5	150	352	113	834
6	180	422	129	767
7	210	446	133	778
8	240	455	133	786
9	270	457	133	809
10	300	458	133	838
11	330	460	135	867
12	360	478	214	792
13	390	518	314	673
14	420	560	368	592
15	450	595	408	534
16	480	608	422	522
17	510	611	425	533
18	540	611	425	547
19	570	583	425	561
20	600	499	425	577
21	630	372	437	589
22	660	279	495	546
23	690	225	556	490
24	720	207	601	445
25	750	202	627	426
26	780	200	634	431
27	810	199	634	442
28	840	198	634	460
29	870	183	634	478
30	900	149	634	490
31	930	105	650	484
32	960	81	708	438
33	990	73	746	401
34	1020	77	774	377
35	1050	80	793	377
36	1080	79	798	386
37	1110	79	798	406
38	1140	78	798	419
39	1170	72	798	432
40	1200	63	799	451
41	1230	50	833	430
42	1260	46	900	372
43	1290	51	922	355
44	1320	53	945	338
45	1350	58	956	330
46	1380	60	956	331
47	1410	60	956	341
48	1440	59	956	355
