	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	7	2	1163
2	60	33	20	1150
3	90	133	61	1052
4	120	260	99	916
5	150	361	126	813
6	180	445	145	733
7	210	492	167	692
8	240	547	191	628
9	270	571	208	608
10	300	583	221	599
11	330	600	242	584
12	360	609	254	580
13	390	613	266	578
14	420	616	281	583
15	450	617	303	588
16	480	620	324	591
17	510	622	338	599
18	540	624	351	599
19	570	615	375	593
20	600	529	392	591
21	630	405	407	600
22	660	297	420	605
23	690	212	438	609
24	720	164	453	613
25	750	113	469	619
26	780	89	489	616
27	810	78	509	616
28	840	65	523	618
29	870	55	544	607
30	900	52	561	607
31	930	51	582	598
32	960	55	600	600
33	990	54	617	598
34	1020	52	624	611
35	1050	51	648	605
36	1080	51	670	595
37	1110	50	689	597
38	1140	51	702	587
39	1170	50	717	584
40	1200	51	731	580
41	1230	50	745	587
42	1260	54	757	583
43	1290	55	768	589
44	1320	53	786	588
45	1350	52	801	594
46	1380	50	815	601
47	1410	49	830	605
48	1440	48	854	599
