	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	4	1169	0
2	60	32	1178	7
3	90	128	1068	47
4	120	265	921	84
5	150	378	811	107
6	180	459	734	124
7	210	493	716	133
8	240	501	728	133
9	270	504	765	133
10	300	506	773	133
11	330	506	796	133
12	360	508	832	133
13	390	510	854	136
14	420	519	812	197
15	450	556	696	304
16	480	595	582	393
17	510	632	516	436
18	540	643	504	452
19	570	634	507	456
20	600	546	526	458
21	630	410	548	458
22	660	302	565	458
23	690	210	582	458
24	720	167	612	458
25	750	157	638	462
26	780	160	592	518
27	810	171	504	609
28	840	185	451	665
29	870	189	436	690
30	900	190	441	703
31	930	188	457	704
32	960	153	472	704
33	990	114	492	704
34	1020	79	501	704
35	1050	59	515	704
36	1080	52	528	704
37	1110	53	533	708
38	1140	52	492	759
39	1170	58	441	819
40	1200	68	406	857
41	1230	75	385	879
42	1260	81	373	891
43	1290	81	377	891
44	1320	69	399	891
45	1350	49	412	891
46	1380	44	423	891
47	1410	42	433	891
48	1440	41	443	891
