	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	0	1171
2	60	11	20	1175
3	90	45	133	1077
4	120	84	272	941
5	150	114	396	812
6	180	126	450	772
7	210	131	467	777
8	240	131	468	800
9	270	131	473	818
10	300	131	473	849
11	330	153	479	842
12	360	275	511	714
13	390	339	566	619
14	420	370	605	568
15	450	396	633	538
16	480	402	642	542
17	510	402	644	560
18	540	402	645	578
19	570	402	638	594
20	600	407	543	607
21	630	466	414	552
22	660	551	301	476
23	690	588	251	441
24	720	610	238	430
25	750	611	239	446
26	780	612	238	450
27	810	612	238	459
28	840	612	237	481
29	870	613	211	501
30	900	647	157	478
31	930	705	131	422
32	960	742	109	394
33	990	759	103	391
34	1020	763	101	393
35	1050	764	101	399
36	1080	764	101	413
37	1110	764	99	427
38	1140	764	89	442
39	1170	776	72	442
40	1200	833	66	391
41	1230	888	61	340
42	1260	911	61	327
43	1290	925	57	328
44	1320	927	58	338
45	1350	927	55	352
46	1380	927	55	359
47	1410	927	54	369
48	1440	930	48	383
