	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1169	2	1
2	60	1175	25	10
3	90	1090	122	47
4	120	954	267	68
5	150	846	371	98
6	180	771	443	122
7	210	726	493	141
8	240	686	532	170
9	270	661	556	196
10	300	643	578	209
11	330	621	597	234
12	360	608	612	249
13	390	596	624	270
14	420	579	632	288
15	450	578	638	301
16	480	585	642	310
17	510	582	648	324
18	540	579	653	341
19	570	574	643	357
20	600	571	562	380
21	630	572	422	392
22	660	567	318	409
23	690	570	244	426
24	720	560	193	443
25	750	560	159	460
26	780	552	134	476
27	810	552	118	491
28	840	554	107	510
29	870	548	94	532
30	900	545	84	548
31	930	563	76	555
32	960	553	73	574
33	990	561	72	584
34	1020	566	69	597
35	1050	579	64	608
36	1080	583	62	621
37	1110	581	65	635
38	1140	590	62	649
39	1170	598	59	662
40	1200	604	54	677
41	1230	607	53	693
42	1260	611	52	707
43	1290	615	51	724
44	1320	610	47	743
45	1350	616	46	759
46	1380	613	40	786
47	1410	610	40	804
48	1440	608	41	820
