	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1170	1	0
2	60	1182	13	12
3	90	1035	149	55
4	120	864	332	77
5	150	787	437	85
6	180	790	459	85
7	210	816	462	85
8	240	850	463	85
9	270	880	463	85
10	300	905	465	85
11	330	938	467	85
12	360	984	468	85
13	390	1028	470	85
14	420	1066	475	85
15	450	1070	479	100
16	480	925	500	254
17	510	779	554	374
18	540	726	599	407
19	570	732	602	417
20	600	739	510	418
21	630	766	319	418
22	660	790	188	418
23	690	813	162	418
24	720	835	160	418
25	750	858	159	418
26	780	905	159	418
27	810	938	158	418
28	840	965	157	422
29	870	889	169	520
30	900	722	196	681
31	930	664	228	733
32	960	671	244	739
33	990	689	229	741
34	1020	714	182	742
35	1050	735	128	742
36	1080	757	119	742
37	1110	789	110	742
38	1140	814	110	742
39	1170	840	110	742
40	1200	878	109	742
41	1230	908	109	742
42	1260	868	113	799
43	1290	694	137	970
44	1320	606	165	1045
45	1350	590	174	1067
46	1380	599	168	1070
47	1410	634	145	1071
48	1440	648	104	1071
