	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	1	2	1172
2	60	15	26	1162
3	90	41	136	1050
4	120	88	251	914
5	150	115	339	813
6	180	139	407	753
7	210	160	452	716
8	240	181	485	676
9	270	208	513	640
10	300	225	532	622
11	330	248	547	609
12	360	270	556	598
13	390	287	563	593
14	420	313	566	591
15	450	330	571	595
16	480	347	576	596
17	510	364	583	595
18	540	385	585	590
19	570	411	572	571
20	600	426	474	570
21	630	449	372	573
22	660	464	275	573
23	690	483	206	564
24	720	493	161	580
25	750	506	130	583
26	780	517	98	592
27	810	540	81	585
28	840	553	67	586
29	870	580	61	576
30	900	592	52	584
31	930	611	50	576
32	960	622	48	586
33	990	649	50	567
34	1020	670	47	570
35	1050	688	45	569
36	1080	699	44	583
37	1110	710	43	583
38	1140	728	41	580
39	1170	741	42	586
40	1200	763	44	581
41	1230	773	48	579
42	1260	786	49	586
43	1290	799	49	591
44	1320	814	51	589
45	1350	827	52	591
46	1380	842	57	599
47	1410	861	57	596
48	1440	882	59	591
