	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	1	0	1177
2	60	28	22	1158
3	90	130	62	1047
4	120	232	101	929
5	150	338	130	828
6	180	388	142	793
7	210	411	144	800
8	240	416	145	808
9	270	419	148	831
10	300	436	209	774
11	330	470	277	702
12	360	511	331	626
13	390	539	357	591
14	420	556	366	589
15	450	563	367	610
16	480	564	367	630
17	510	565	379	640
18	540	570	433	598
19	570	575	487	541
20	600	499	522	515
21	630	390	539	511
22	660	297	542	523
23	690	234	543	533
24	720	208	543	564
25	750	200	556	565
26	780	203	602	533
27	810	201	645	498
28	840	178	669	478
29	870	137	689	470
30	900	113	693	484
31	930	92	693	504
32	960	86	694	519
33	990	84	718	503
34	1020	89	770	457
35	1050	91	806	430
36	1080	81	825	415
37	1110	72	837	404
38	1140	65	842	416
39	1170	60	842	425
40	1200	58	842	440
41	1230	62	870	426
42	1260	66	920	385
43	1290	61	944	373
44	1320	58	964	365
45	1350	47	967	379
46	1380	41	968	392
47	1410	41	968	404
48	1440	41	971	412
