	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	1	1174
2	60	13	33	1168
3	90	39	159	1060
4	120	70	305	913
5	150	94	412	809
6	180	103	453	782
7	210	105	473	777
8	240	105	478	796
9	270	105	478	837
10	300	105	478	866
11	330	105	480	891
12	360	105	481	910
13	390	105	482	932
14	420	105	482	960
15	450	105	482	987
16	480	105	485	1022
17	510	105	488	1064
18	540	105	488	1101
19	570	105	473	1136
20	600	105	368	1171
21	630	105	218	1211
22	660	105	99	1235
23	690	105	52	1264
24	720	105	29	1293
25	750	105	23	1333
26	780	105	24	1380
27	810	143	30	1368
28	840	379	84	1128
29	870	636	165	826
30	900	746	231	662
31	930	786	260	620
32	960	792	269	616
33	990	792	268	631
34	1020	792	267	652
35	1050	792	267	678
36	1080	792	270	688
37	1110	792	269	708
38	1140	792	269	721
39	1170	792	267	750
40	1200	792	264	773
41	1230	792	261	793
42	1260	792	262	817
43	1290	792	260	840
44	1320	792	258	861
45	1350	792	220	887
46	1380	792	144	912
47	1410	792	69	935
48	1440	792	43	954
