	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1169	1	2
2	60	1185	15	22
3	90	1085	46	123
4	120	953	73	261
5	150	850	97	364
6	180	809	105	420
7	210	821	105	428
8	240	833	105	437
9	270	865	105	439
10	300	893	105	439
11	330	922	105	441
12	360	961	105	444
13	390	940	151	458
14	420	772	287	517
15	450	652	367	577
16	480	607	400	613
17	510	594	416	630
18	540	605	418	633
19	570	618	418	622
20	600	641	418	537
21	630	665	418	402
22	660	684	418	293
23	690	705	418	225
24	720	674	461	211
25	750	575	564	219
26	780	474	642	255
27	810	425	680	279
28	840	410	689	293
29	870	420	689	291
30	900	431	690	282
31	930	442	690	232
32	960	452	690	175
33	990	456	690	133
34	1020	473	690	116
35	1050	466	708	113
36	1080	396	784	120
37	1110	348	835	130
38	1140	328	859	134
39	1170	337	864	138
40	1200	346	866	140
41	1230	361	866	139
42	1260	376	866	126
43	1290	399	866	92
44	1320	408	866	62
45	1350	423	866	46
46	1380	427	873	46
47	1410	379	932	47
48	1440	326	994	53
