	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	1	1175
2	60	11	27	1164
3	90	46	131	1055
4	120	64	271	923
5	150	93	381	828
6	180	100	436	788
7	210	101	455	791
8	240	101	461	815
9	270	101	464	839
10	300	101	465	867
11	330	101	467	899
12	360	101	468	922
13	390	101	471	945
14	420	101	473	974
15	450	106	473	1000
16	480	179	487	945
17	510	336	546	765
18	540	427	592	644
19	570	455	617	597
20	600	467	552	596
21	630	469	413	611
22	660	469	305	638
23	690	469	240	653
24	720	469	218	670
25	750	469	210	686
26	780	469	206	709
27	810	469	205	735
28	840	469	207	755
29	870	473	205	772
30	900	556	214	705
31	930	685	234	578
32	960	757	250	506
33	990	792	255	479
34	1020	798	209	481
35	1050	801	162	496
36	1080	803	115	501
37	1110	803	93	512
38	1140	803	86	526
39	1170	803	84	552
40	1200	803	81	581
41	1230	803	81	601
42	1260	803	83	614
43	1290	808	85	632
44	1320	910	91	543
45	1350	1021	104	437
46	1380	1072	112	384
47	1410	1100	108	368
48	1440	1106	89	373
