	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1177	0	1
2	60	1162	11	37
3	90	1075	37	134
4	120	941	58	273
5	150	854	83	359
6	180	813	96	420
7	210	806	99	444
8	240	830	99	449
9	270	847	101	453
10	300	799	160	468
11	330	697	240	513
12	360	638	283	553
13	390	596	313	587
14	420	596	322	600
15	450	599	325	603
16	480	622	325	604
17	510	637	336	605
18	540	593	391	610
19	570	556	437	608
20	600	514	481	528
21	630	501	500	417
22	660	511	505	319
23	690	522	506	254
24	720	546	506	223
25	750	536	525	220
26	780	513	565	219
27	810	467	621	218
28	840	462	639	187
29	870	467	647	149
30	900	478	648	115
31	930	495	649	100
32	960	520	649	98
33	990	501	679	98
34	1020	454	735	101
35	1050	433	769	106
36	1080	416	787	96
37	1110	421	794	81
38	1140	431	796	68
39	1170	445	797	66
40	1200	456	798	63
41	1230	447	830	62
42	1260	422	871	62
43	1290	397	905	62
44	1320	382	923	61
45	1350	385	931	57
46	1380	401	932	50
47	1410	412	933	47
48	1440	427	935	48
