	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1182	2	0
2	60	1173	34	16
3	90	1060	144	55
4	120	938	275	87
5	150	837	372	112
6	180	766	447	127
7	210	765	464	129
8	240	792	467	130
9	270	807	468	130
10	300	849	470	130
11	330	888	470	130
12	360	924	471	130
13	390	954	471	130
14	420	986	472	130
15	450	1017	472	130
16	480	1065	472	130
17	510	1089	472	130
18	540	1110	473	149
19	570	957	486	302
20	600	803	442	430
21	630	690	357	525
22	660	636	281	566
23	690	624	222	573
24	720	638	204	575
25	750	659	203	575
26	780	687	201	575
27	810	703	201	575
28	840	724	200	575
29	870	743	201	575
30	900	771	202	575
31	930	806	201	575
32	960	839	202	575
33	990	854	205	575
34	1020	887	206	576
35	1050	848	210	639
36	1080	720	213	758
37	1110	621	184	850
38	1140	566	153	905
39	1170	556	126	932
40	1200	561	110	939
41	1230	575	102	939
42	1260	598	101	939
43	1290	612	99	939
44	1320	622	101	939
45	1350	648	101	939
46	1380	664	102	939
47	1410	677	101	939
48	1440	700	101	939
