	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	1	1177	0
2	60	29	1177	11
3	90	142	1065	48
4	120	252	976	78
5	150	364	863	108
6	180	459	772	123
7	210	510	731	142
8	240	551	685	164
9	270	578	660	182
10	300	598	639	198
11	330	617	620	216
12	360	635	612	227
13	390	650	607	243
14	420	657	608	255
15	450	662	606	270
16	480	666	598	293
17	510	673	596	303
18	540	675	601	314
19	570	659	613	326
20	600	568	622	335
21	630	461	626	356
22	660	340	628	371
23	690	253	638	380
24	720	200	637	392
25	750	154	636	414
26	780	128	643	429
27	810	107	645	449
28	840	86	661	458
29	870	77	677	472
30	900	58	679	485
31	930	54	668	506
32	960	51	671	519
33	990	52	677	535
34	1020	45	683	555
35	1050	47	691	564
36	1080	45	697	577
37	1110	43	696	600
38	1140	39	719	612
39	1170	38	726	636
40	1200	36	734	648
41	1230	37	737	664
42	1260	37	731	685
43	1290	35	746	697
44	1320	37	759	710
45	1350	37	775	723
46	1380	41	790	739
47	1410	37	796	757
48	1440	36	792	780
