	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1169	0	1
2	60	1182	10	15
3	90	1056	48	138
4	120	873	76	316
5	150	806	83	402
6	180	802	84	423
7	210	821	84	428
8	240	844	84	430
9	270	869	84	431
10	300	896	84	432
11	330	925	84	433
12	360	959	84	433
13	390	1003	84	434
14	420	1038	84	435
15	450	1040	101	438
16	480	900	251	462
17	510	727	387	525
18	540	683	419	563
19	570	687	422	569
20	600	700	422	475
21	630	718	423	304
22	660	741	423	196
23	690	763	423	167
24	720	792	423	162
25	750	808	423	162
26	780	838	423	162
27	810	862	423	163
28	840	876	427	165
29	870	797	528	176
30	900	627	669	222
31	930	560	719	257
32	960	559	727	267
33	990	578	728	252
34	1020	600	728	191
35	1050	623	728	149
36	1080	640	728	134
37	1110	668	728	126
38	1140	683	728	126
39	1170	699	728	126
40	1200	727	728	129
41	1230	752	728	130
42	1260	722	774	130
43	1290	609	902	141
44	1320	532	969	170
45	1350	521	986	180
46	1380	531	987	179
47	1410	550	987	137
48	1440	569	987	93
