	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1174	2	0
2	60	1159	35	12
3	90	1079	131	31
4	120	959	246	67
5	150	847	350	106
6	180	767	431	133
7	210	754	468	140
8	240	754	483	142
9	270	781	489	142
10	300	812	489	142
11	330	830	491	142
12	360	857	492	142
13	390	884	492	142
14	420	910	495	142
15	450	929	495	142
16	480	949	498	142
17	510	971	500	142
18	540	992	498	142
19	570	1019	479	142
20	600	1046	390	142
21	630	1009	283	219
22	660	855	205	378
23	690	703	161	507
24	720	596	162	583
25	750	557	166	624
26	780	548	168	636
27	810	556	173	637
28	840	565	174	639
29	870	580	172	639
30	900	596	171	639
31	930	620	170	639
32	960	638	171	639
33	990	668	169	639
34	1020	692	168	639
35	1050	707	172	639
36	1080	718	172	639
37	1110	746	171	639
38	1140	771	172	639
39	1170	798	150	639
40	1200	763	112	686
41	1230	623	80	834
42	1260	504	71	956
43	1290	440	72	1017
44	1320	408	80	1052
45	1350	413	83	1058
46	1380	427	84	1059
47	1410	444	85	1060
48	1440	462	86	1060
