	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1167	0	2
2	60	1167	9	26
3	90	1063	45	130
4	120	921	78	265
5	150	829	116	346
6	180	765	140	408
7	210	764	144	434
8	240	779	147	441
9	270	794	147	443
10	300	830	147	443
11	330	858	151	443
12	360	858	175	452
13	390	749	272	481
14	420	660	346	508
15	450	597	394	537
16	480	580	411	560
17	510	585	415	571
18	540	600	415	572
19	570	618	415	558
20	600	643	415	474
21	630	666	415	330
22	660	663	439	247
23	690	581	517	200
24	720	519	583	177
25	750	478	625	186
26	780	466	654	189
27	810	476	656	192
28	840	494	657	192
29	870	509	657	186
30	900	522	657	162
31	930	531	657	131
32	960	513	685	107
33	990	462	746	86
34	1020	411	806	78
35	1050	390	839	79
36	1080	376	858	81
37	1110	378	866	84
38	1140	387	866	84
39	1170	393	866	84
40	1200	399	866	68
41	1230	405	866	56
42	1260	402	879	41
43	1290	374	924	35
44	1320	344	965	33
45	1350	317	999	35
46	1380	310	1012	38
47	1410	309	1016	40
48	1440	321	1017	44
