	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1161	3	1
2	60	1148	24	14
3	90	1057	110	45
4	120	914	245	82
5	150	805	345	113
6	180	748	417	128
7	210	715	462	141
8	240	722	474	142
9	270	738	475	142
10	300	771	476	142
11	330	782	476	142
12	360	803	476	142
13	390	827	477	142
14	420	856	478	142
15	450	874	481	142
16	480	902	483	142
17	510	928	483	142
18	540	947	482	142
19	570	977	475	142
20	600	980	404	163
21	630	832	300	310
22	660	655	248	449
23	690	548	207	535
24	720	497	175	583
25	750	470	176	608
26	780	491	178	609
27	810	503	184	609
28	840	523	183	609
29	870	545	183	609
30	900	569	182	609
31	930	591	183	609
32	960	614	180	609
33	990	630	178	609
34	1020	661	181	609
35	1050	687	180	609
36	1080	714	177	609
37	1110	733	173	609
38	1140	758	154	609
39	1170	720	108	673
40	1200	594	73	813
41	1230	487	75	908
42	1260	447	72	952
43	1290	433	74	980
44	1320	430	74	990
45	1350	442	75	990
46	1380	457	76	990
47	1410	469	77	990
48	1440	486	76	990
