	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1167	0	2
2	60	1150	14	31
3	90	1026	63	143
4	120	895	93	272
5	150	794	124	371
6	180	712	153	444
7	210	657	171	500
8	240	625	191	539
9	270	620	203	562
10	300	600	223	581
11	330	589	238	595
12	360	575	252	615
13	390	579	267	627
14	420	578	281	634
15	450	576	295	644
16	480	570	311	652
17	510	575	325	654
18	540	582	332	656
19	570	588	347	636
20	600	595	358	545
21	630	598	368	410
22	660	595	384	320
23	690	597	397	246
24	720	601	409	186
25	750	599	425	145
26	780	600	442	123
27	810	610	452	104
28	840	604	473	93
29	870	613	486	79
30	900	609	505	70
31	930	609	517	62
32	960	613	533	54
33	990	616	545	53
34	1020	612	567	53
35	1050	615	586	50
36	1080	619	603	52
37	1110	609	624	56
38	1140	604	646	56
39	1170	599	665	54
40	1200	597	683	52
41	1230	598	698	51
42	1260	606	710	52
43	1290	605	726	51
44	1320	598	752	48
45	1350	604	771	46
46	1380	590	802	48
47	1410	588	817	47
48	1440	595	832	47
