	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	1	0	1166
2	60	29	15	1151
3	90	127	43	1060
4	120	264	87	905
5	150	354	124	805
6	180	410	141	751
7	210	441	151	732
8	240	452	151	753
9	270	454	152	781
10	300	455	152	806
11	330	455	152	827
12	360	457	152	856
13	390	459	152	878
14	420	461	152	899
15	450	463	152	930
16	480	465	163	946
17	510	481	259	860
18	540	528	410	682
19	570	566	492	568
20	600	527	527	511
21	630	407	539	491
22	660	317	540	498
23	690	256	541	519
24	720	216	541	543
25	750	207	541	559
26	780	205	541	576
27	810	205	541	602
28	840	205	541	627
29	870	204	541	640
30	900	202	541	663
31	930	202	560	666
32	960	214	644	583
33	990	235	721	504
34	1020	236	782	446
35	1050	212	812	410
36	1080	154	819	420
37	1110	126	820	433
38	1140	97	820	446
39	1170	90	820	452
40	1200	90	820	458
41	1230	89	820	477
42	1260	87	820	487
43	1290	88	820	501
44	1320	88	820	510
45	1350	90	820	519
46	1380	91	846	510
47	1410	101	929	434
48	1440	112	990	369
