	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	0	1172
2	60	13	30	1175
3	90	42	131	1082
4	120	67	273	954
5	150	96	365	853
6	180	108	420	817
7	210	109	457	798
8	240	109	474	809
9	270	109	477	840
10	300	109	479	865
11	330	109	483	892
12	360	109	485	922
13	390	109	485	949
14	420	109	485	983
15	450	109	486	1015
16	480	111	486	1041
17	510	206	497	969
18	540	343	530	825
19	570	451	569	688
20	600	510	513	618
21	630	538	393	592
22	660	548	301	593
23	690	549	245	601
24	720	549	201	620
25	750	549	182	643
26	780	549	184	667
27	810	549	184	684
28	840	549	180	708
29	870	549	178	737
30	900	549	178	764
31	930	549	178	783
32	960	609	187	740
33	990	756	206	597
34	1020	847	223	505
35	1050	902	203	464
36	1080	918	162	446
37	1110	922	128	453
38	1140	923	103	463
39	1170	923	93	476
40	1200	923	88	485
41	1230	923	87	505
42	1260	923	85	519
43	1290	923	81	532
44	1320	923	81	558
45	1350	923	81	576
46	1380	923	81	596
47	1410	962	83	575
48	1440	1054	92	489
