	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1184	4
2	60	15	1184	23
3	90	56	1083	120
4	120	91	978	221
5	150	121	863	336
6	180	137	803	411
7	210	141	789	448
8	240	142	799	467
9	270	147	814	469
10	300	203	774	478
11	330	276	688	512
12	360	332	618	554
13	390	367	583	573
14	420	382	564	592
15	450	385	569	605
16	480	386	581	610
17	510	390	590	612
18	540	433	566	611
19	570	482	531	610
20	600	521	496	538
21	630	552	472	442
22	660	561	477	332
23	690	564	486	252
24	720	564	506	207
25	750	569	511	183
26	780	613	487	183
27	810	644	463	184
28	840	681	439	163
29	870	702	425	126
30	900	712	424	105
31	930	713	438	87
32	960	713	453	73
33	990	716	463	67
34	1020	752	441	68
35	1050	784	414	68
36	1080	805	403	65
37	1110	821	393	55
38	1140	825	408	45
39	1170	825	416	46
40	1200	825	429	45
41	1230	839	431	46
42	1260	880	407	49
43	1290	910	395	54
44	1320	945	364	49
45	1350	961	355	45
46	1380	963	364	39
47	1410	963	376	36
48	1440	965	395	36
