	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1163	0	0
2	60	1172	20	8
3	90	1083	118	30
4	120	945	248	69
5	150	846	351	102
6	180	798	413	120
7	210	788	446	121
8	240	805	454	122
9	270	827	459	122
10	300	869	459	122
11	330	896	465	122
12	360	927	466	122
13	390	958	470	122
14	420	984	472	122
15	450	1013	475	122
16	480	1015	479	135
17	510	881	506	272
18	540	714	538	432
19	570	617	560	512
20	600	564	509	549
21	630	543	391	569
22	660	559	286	570
23	690	576	220	570
24	720	602	179	570
25	750	607	168	570
26	780	627	168	570
27	810	641	166	570
28	840	659	164	570
29	870	674	163	570
30	900	699	160	570
31	930	699	159	589
32	960	617	166	695
33	990	518	187	786
34	1020	453	186	849
35	1050	434	168	869
36	1080	435	142	879
37	1110	453	117	881
38	1140	468	94	881
39	1170	481	88	881
40	1200	488	87	881
41	1230	496	86	881
42	1260	507	85	881
43	1290	528	86	881
44	1320	548	85	881
45	1350	560	83	882
46	1380	554	83	904
47	1410	465	90	998
48	1440	396	98	1069
