	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1171	0
2	60	10	1190	15
3	90	55	1082	114
4	120	84	902	301
5	150	95	821	393
6	180	96	829	415
7	210	96	845	417
8	240	96	866	419
9	270	96	884	419
10	300	96	924	420
11	330	96	962	422
12	360	96	995	425
13	390	96	1022	430
14	420	96	1049	432
15	450	109	1054	437
16	480	235	934	464
17	510	358	797	523
18	540	378	749	572
19	570	379	756	576
20	600	379	775	500
21	630	379	797	312
22	660	379	822	204
23	690	379	851	177
24	720	379	878	174
25	750	379	912	173
26	780	379	944	173
27	810	379	975	172
28	840	379	1009	171
29	870	474	943	177
30	900	608	798	221
31	930	650	735	258
32	960	656	734	275
33	990	657	767	259
34	1020	657	796	199
35	1050	657	811	150
36	1080	657	831	133
37	1110	657	846	134
38	1140	657	869	134
39	1170	657	894	136
40	1200	657	921	138
41	1230	657	954	137
42	1260	686	945	142
43	1290	844	784	168
44	1320	934	689	205
45	1350	954	676	221
46	1380	957	686	221
47	1410	958	707	191
48	1440	958	728	140
