	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1164	1	0
2	60	1171	30	10
3	90	1053	138	56
4	120	927	268	82
5	150	818	375	108
6	180	752	449	124
7	210	738	472	128
8	240	756	481	131
9	270	783	481	131
10	300	759	492	170
11	330	689	524	231
12	360	651	560	269
13	390	592	590	311
14	420	583	605	324
15	450	588	611	325
16	480	597	613	325
17	510	614	614	327
18	540	604	620	363
19	570	557	611	418
20	600	521	536	452
21	630	497	419	475
22	660	495	316	491
23	690	500	227	495
24	720	517	197	497
25	750	528	186	498
26	780	507	189	531
27	810	471	186	577
28	840	445	161	610
29	870	429	132	635
30	900	419	106	649
31	930	428	92	652
32	960	442	83	652
33	990	450	82	655
34	1020	443	81	678
35	1050	412	78	724
36	1080	387	71	759
37	1110	380	61	771
38	1140	385	48	782
39	1170	393	43	783
40	1200	404	41	783
41	1230	414	42	784
42	1260	400	46	806
43	1290	384	45	839
44	1320	368	48	864
45	1350	343	46	890
46	1380	339	45	895
47	1410	350	37	895
48	1440	364	36	896
