	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	0	1172
2	60	16	33	1155
3	90	41	140	1046
4	120	72	276	911
5	150	109	361	822
6	180	133	450	735
7	210	137	484	727
8	240	137	495	737
9	270	138	499	768
10	300	138	499	801
11	330	138	503	820
12	360	138	503	847
13	390	138	505	876
14	420	138	506	892
15	450	138	508	926
16	480	138	508	962
17	510	138	509	991
18	540	141	509	1020
19	570	220	509	947
20	600	359	478	782
21	630	449	399	658
22	660	532	337	561
23	690	561	275	518
24	720	569	240	520
25	750	569	227	548
26	780	569	224	561
27	810	569	224	578
28	840	569	224	597
29	870	569	227	618
30	900	569	227	639
31	930	569	226	666
32	960	569	225	686
33	990	569	225	706
34	1020	569	225	723
35	1050	570	230	750
36	1080	644	220	704
37	1110	769	181	581
38	1140	841	148	502
39	1170	878	113	464
40	1200	898	87	453
41	1230	902	78	456
42	1260	902	78	471
43	1290	902	77	482
44	1320	902	77	503
45	1350	902	76	513
46	1380	902	72	527
47	1410	902	72	539
48	1440	902	71	560
