	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1174	2	0
2	60	1181	23	10
3	90	1097	111	42
4	120	951	251	71
5	150	854	344	102
6	180	766	431	120
7	210	765	455	122
8	240	776	461	124
9	270	796	462	124
10	300	811	465	124
11	330	820	467	129
12	360	757	480	206
13	390	666	518	286
14	420	588	551	345
15	450	536	580	379
16	480	538	591	390
17	510	550	599	392
18	540	569	600	393
19	570	585	591	393
20	600	602	514	393
21	630	611	384	409
22	660	575	281	458
23	690	516	209	525
24	720	477	194	558
25	750	467	195	586
26	780	467	197	596
27	810	482	197	597
28	840	506	197	597
29	870	520	192	597
30	900	532	163	597
31	930	523	124	616
32	960	465	103	679
33	990	427	105	726
34	1020	406	105	749
35	1050	401	103	770
36	1080	406	105	774
37	1110	431	107	774
38	1140	441	108	774
39	1170	458	103	774
40	1200	472	87	776
41	1230	444	67	819
42	1260	400	65	869
43	1290	366	66	913
44	1320	346	65	944
45	1350	344	68	953
46	1380	346	65	956
47	1410	355	64	957
48	1440	369	64	957
