	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1175	1	0
2	60	1169	37	20
3	90	1040	162	54
4	120	916	275	87
5	150	833	360	124
6	180	765	439	147
7	210	747	475	153
8	240	762	483	154
9	270	801	485	154
10	300	823	485	154
11	330	842	487	154
12	360	878	487	154
13	390	907	489	154
14	420	939	491	154
15	450	963	494	154
16	480	998	494	154
17	510	1023	497	154
18	540	1051	498	154
19	570	1093	475	154
20	600	1128	371	154
21	630	1112	244	189
22	660	951	186	347
23	690	733	162	521
24	720	633	167	594
25	750	573	187	644
26	780	556	206	662
27	810	559	214	669
28	840	574	215	669
29	870	592	214	669
30	900	606	213	669
31	930	632	213	669
32	960	650	211	669
33	990	664	210	669
34	1020	687	207	669
35	1050	717	206	669
36	1080	739	206	669
37	1110	756	207	669
38	1140	783	204	669
39	1170	802	184	669
40	1200	831	124	671
41	1230	777	84	754
42	1260	646	66	890
43	1290	561	57	979
44	1320	501	62	1046
45	1350	489	70	1077
46	1380	487	75	1089
47	1410	509	75	1089
48	1440	517	74	1089
