	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	0	0	1180
2	60	18	8	1180
3	90	110	46	1081
4	120	233	86	945
5	150	330	116	842
6	180	406	146	775
7	210	454	170	729
8	240	496	197	686
9	270	527	211	662
10	300	543	224	651
11	330	561	237	637
12	360	571	251	642
13	390	587	269	624
14	420	591	285	623
15	450	597	298	631
16	480	599	311	630
17	510	601	332	641
18	540	607	356	635
19	570	601	369	636
20	600	528	390	627
21	630	403	403	634
22	660	315	418	638
23	690	236	433	642
24	720	183	452	646
25	750	149	466	654
26	780	114	481	666
27	810	103	495	671
28	840	84	517	668
29	870	77	544	664
30	900	65	560	663
31	930	61	576	667
32	960	58	588	676
33	990	59	596	688
34	1020	58	619	677
35	1050	59	635	676
36	1080	56	653	675
37	1110	54	667	680
38	1140	58	684	682
39	1170	56	694	695
40	1200	56	711	709
41	1230	52	730	712
42	1260	49	756	706
43	1290	46	778	701
44	1320	46	805	696
45	1350	48	829	686
46	1380	51	852	681
47	1410	54	867	685
48	1440	52	896	680
